cnpj_raiz;razao_social_ibama;uf;ultimo_rapp;escopo;detalhe_declarado
29113481;"HAPPYNEIS INDÚSTRIA COMÉRCIO IMPORTAÇÃO DE PRODUTOS QUÍMICOS LTDA";RIO GRANDE DO SUL;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
49641863;"HAUROP GROUP INDUSTRIA E COMERCIO LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
22706991;"HAVA PRODUTOS QUIMICOS LTDA";MINAS GERAIS;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
02115291;"HEMISFERIO PRODUTOS TECNICOS E ENGENHARIA LTDA";SAO PAULO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
19298100;"HENVI INDUSTRIA QUÍMICA";RIO GRANDE DO SUL;2022;dentro;"Fabricação de sabões, detergentes e velas"
06264167;"HERCULANO & HERCULANO LTDA";SAO PAULO;2025;dentro;"Fabricação de sabões, detergentes e velas"
73602369;"HEXA QUIMICA INDUSTRIA E COMERCIO DE PRODUTOS PARA LIMPEZA LTDA";PARANA;2025;dentro;"Fabricação de sabões, detergentes e velas"
01124309;"HFO INDÚSTRIA, COMÉRCIO E PRESTAÇÃO DE SERVIÇOS EIRELI";BAHIA;2022;dentro;"Fab. de prod deriv do processam. de petróleo, de rochas betumin e da madeira - Res CONAMA 362/2005: art. 2º, XIV"
52902360;"HG FERTILIZANTES LTDA";SAO PAULO;2025;dentro;"Fabricação de fertilizantes e agroquímicos"
04795430;"HIDRO-SIL QUIMICA LTDA - EPP";MINAS GERAIS;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
67093435;"HIGHINGTON INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS EIRELI EPP";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
20617376;"HIGITECN INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA";ALAGOAS;2022;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
36194025;"HIPER QUÍMICA DO BRASIL IND E COM DE PROD DE LIMPEZA LTDA";RIO DE JANEIRO;2023;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de sabões, detergentes e velas | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
13614713;"HIPER QUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA";SAO PAULO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
35064391;"HOREB BRASIL ENERGIA E COMBUSTÍVEIS ECOLOGICOS LTDA";RIO DE JANEIRO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos - Lei nº 9.976/2000"
01759236;"HORIBA INSTRUMENTS BRASIL LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
53382545;"HORTON LUBRIFICANTES INDUSTRIAIS LTDA";SAO PAULO;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira | Fab. de prod deriv do processam. de petróleo, de rochas betumin e da madeira - Res CONAMA 362/2005: art. 2º, XIV"
00216766;"HTS LUBRIFICANTES DO BRASIL LTDA";SAO PAULO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
28326230;"HUMBERTO APARECIDO SPINELLI";SAO PAULO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
05774939;"HUMUSFERTIL PRODUTOS PARA JARDINAGEM EIRELI";PARANA;2025;dentro;"Fabricação de fertilizantes e agroquímicos"
11431823;"HYDRO JET QUIMICA INDUSTRIA E COMERCIO LTDA - ME.";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
07861391;"I. C. IMP. EXP. DE FOGOS ART. PEREIRA & SANTOS LTDA EPP";MINAS GERAIS;2024;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
15141891;"I.C.DOS REIS NOGUEIRA ESSÊNCIAS";SAO PAULO;2022;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
07895728;"IACO AGRICOLA S.A";MATO GROSSO DO SUL;2024;dentro;"Produção de álcool etílico, metanol e similares"
17545961;"ICARAI DO BRASIL INDUSTRIA QUIMICA LTDA -EPP";MINAS GERAIS;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
08853949;"IGUA CONTROL BRASIL LTDA - EPP";SANTA CATARINA;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
14586557;"IGUACU SOLUCOES AMBIENTAIS LTDA";SANTA CATARINA;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
51506379;"IINNOCHEM INDUSTRIA E FORMULAS QUIMICAS LTDA";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
11226085;"ILHEUS RECICLAGEM DE RESÍDUOS DE OLEOS LTDA. EPP";SANTA CATARINA;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
49034101;"IMASA IND.MANUFATUREIRA SAPONÁCEOS";SAO PAULO;2024;dentro;"Fabricação de sabões, detergentes e velas"
45725009;"IMCD BRASIL COMERCIO E INDUSTRIA DE PRODUTOS QUIMICOS LTDA.";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
11744674;"IMPER UNION QUIMICA LTDA";RIO GRANDE DO SUL;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
27431615;"IMPERIAL PRODUTOS DE LIMPEZA LTDA - ME";SAO PAULO;2023;dentro;"Fabricação de sabões, detergentes e velas"
22260501;"IMPERIO SERVICOS ESPECIALIZADOS LTDA";MARANHAO;2025;dentro;"Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
01385741;"IMPERMASTER TINTAS E IMPERMEABILIZANTES LTDA ME";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
42837716;"IN VITRO DIAGNOSTICA LTDA";MINAS GERAIS;2025;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de produtos farmacêuticos e veterinários"
13635839;"INAIA GOMES BÚRIGO - ME";SANTA CATARINA;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
93126241;"INAQUIM INDÚSTRIA E COMÉRCIO LTDA";RIO GRANDE DO SUL;2023;dentro;"Fabricação de sabões, detergentes e velas"
27807959;"INBRASIL INDUSTRIA BRASILEIRA DE PRODUTOS DE LIMPEZA LTDA";BAHIA;2022;dentro;"Fabricação de sabões, detergentes e velas"
59941799;"INBRASP IND. BRAS. DE PLÁSTICOS LTDA";SAO PAULO;2023;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
68249838;"INCOPROL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
01707924;"IND COM TRANSP EXP IMP DE FOGOS UNIAO LTDA.EPP";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
43219481;"IND E COM BIO FLORA INGREDIENTS LTDA";RIO DE JANEIRO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
52973318;"IND E COM KONNOR PLASTIC LTDA";MINAS GERAIS;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
76859800;"IND. E COM. DE PRODUTOS QUIMICOS SÃO PAULO LTDA. ME";SANTA CATARINA;2023;dentro;"Fabricação de sabões, detergentes e velas | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
08829406;"INDILUBE INDÚSTRIA DE LUBRIFICANTES LTDA";RIO GRANDE DO SUL;2024;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
01723024;"INDUPROL PRODUTOS QUIMICOS LTDA ME";SANTA CATARINA;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
82136532;"INDUQUIL IND E COM DE PRODUTOS DE LIMPEZA EIRELI";SANTA CATARINA;2024;dentro;"Fabricação de sabões, detergentes e velas"
22516099;"INDUSPORT RIO PRETO PRODUTOS ESPORTIVOS LTDA";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
47578509;"INDUSTRIA BRASILEIRA DE BIOFERTILIZANTES E EXTRATOS VEGETAIS LTDA";SAO PAULO;2025;dentro;"Fabricação de fertilizantes e agroquímicos"
09006813;"INDUSTRIA DE COSMETICOS CARVALHO EIRELI";RIO DE JANEIRO;2023;dentro;"Fabricação de perfumarias e cosméticos | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
86638236;"INDUSTRIA DE FOGOS DE ARTIFICIO APOLLO LTDA - EPP";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
26633464;"INDUSTRIA DE PRODUTOS DE LIMPEZA IRMAOS AM LTDA";ESPIRITO SANTO;2023;dentro;"Fabricação de sabões, detergentes e velas | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
07285453;"INDUSTRIA DINO DE SANEANTES EIRELI";SAO PAULO;2023;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
29641982;"INDUSTRIA E COMERCIO DE COSMETICOS RELUZ LTDA. ME.";RIO DE JANEIRO;2025;dentro;"Fabricação de perfumarias e cosméticos | Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
46804937;"INDUSTRIA E COMERCIO DE FOGOS BRASIL PYROFOGOS LTDA.";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
43981048;"INDÚSTRIA E COMÉRCIO DE FOGOS BRILHARTE LTDA";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
86601879;"INDUSTRIA E COMERCIO DE FOGOS CARUARU LTDA EPP";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
05669881;"INDUSTRIA E COMERCIO DE FOGOS DINOSSAURO LTDA ME";MINAS GERAIS;2023;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
11005387;"INDÚSTRIA E COMÉRCIO DE FOGOS FAMA LTDA.";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
24222455;"INDÚSTRIA E COMÉRCIO DE FOGOS GATO LTDA.";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
25891748;"INDÚSTRIA E COMÉRCIO DE FOGOS IMPERIAL LTDA - ME";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
18674095;"INDÚSTRIA E COMÉRCIO DE FOGOS MEGACOLOR LTDA. - ME";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
05454401;"INDÚSTRIA E COMÉRCIO DE FOGOS RECORDE EIRELI - EPP";MINAS GERAIS;2022;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
37993501;"INDÚSTRIA E COMÉRCIO DE FOGOS SILVERCOLOR LTDA";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
18549147;"INDUSTRIA E COMERCIO DE FOGOS TIZIU LTDA";MINAS GERAIS;2024;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
02934365;"INDUSTRIA E COMERCIO DE FOGOS TORNADO LTDA";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
78856986;"INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA CATARINA LTDA";SANTA CATARINA;2025;dentro;"Fabricação de sabões, detergentes e velas"
12565178;"INDÚSTRIA E COMÉRCIO DE TINTAS IVAIPORÃ LTDA. EPPC";PARANA;2022;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
65779977;"INDÚSTRIA E COMÉRCIO DE VELAS RIVA LTDA";SAO PAULO;2024;dentro;"Fabricação de sabões, detergentes e velas"
70225859;"INDUSTRIA E COMERCIO DE VELAS SANTA CRUZ LTDA EPP";PERNAMBUCO;2024;dentro;"Fabricação de sabões, detergentes e velas"
53906384;"INDUSTRIA E COMERCIO IRACEMA LTDA";SAO PAULO;2023;dentro;"Produção de álcool etílico, metanol e similares"
45689667;"INDUSTRIA E COMERCIO MINAS COLA LTDA";MINAS GERAIS;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
46303855;"INDUSTRIA E COMERCIO SANTA THEREZA LTDA";SAO PAULO;2025;dentro;"Fabricação de perfumarias e cosméticos | Produção de substâncias e fabricação de produtos químicos"
60501913;"INDUSTRIA E COMERCIO TINTA MAGICA LTDA";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes | Produção de substâncias e fabricação de produtos químicos"
30120984;"INDÚSTRIA FLUMINENSE DE TINTAS LTDA";RIO DE JANEIRO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
00201891;"INDUSTRIA LUKY LTDA";SAO PAULO;2024;dentro;"Fabricação de sabões, detergentes e velas"
30780625;"INDUSTRIAL WATER TREATMENT COMERCIO E INDUSTRIA LTDA";RIO DE JANEIRO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
00322818;"INDUSTRIAS NUCLEARES DO BRASIL S/A";RIO DE JANEIRO;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
56879838;"INORGAN INDÚSTRIA QUÍMICA LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
07978387;"INOXPETRO DESMOLD COMERCIO LTDA";SAO PAULO;2024;dentro;"Fabricação de sabões, detergentes e velas"
03145237;"INPU - INDÚSTRIA NACIONAL DE POLIURETANOS EIRELI";MINAS GERAIS;2022;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
33258401;"INSTITUTO BIOCHIMICO IND. FARMACÊUTICA LIMITADA";RIO DE JANEIRO;2025;dentro;"Fabricação de produtos farmacêuticos e veterinários | Produção de substâncias e fabricação de produtos químicos"
17174657;"INSTITUTO DE HYPODERMIA E FARMACIA S A HYPOFARMA";MINAS GERAIS;2024;dentro;"Fabricação de produtos farmacêuticos e veterinários | Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
77964393;"INSTITUTO DE TECNOLOGIA DO PARANÁ";PARANA;2025;dentro;"Fabricação de produtos farmacêuticos e veterinários | Produção de substâncias e fabricação de produtos químicos"
02142913;"INTENSE CARE INDUSTRIA E COMERCIO DE COSMÉTICOS LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
29755637;"INVENTTY COLORS INDUSTRIA E COMERCIO DE TINTAS LTDA";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
04613444;"IPES-INDUSTRIA DE PRODUTOS E EQUIPA.DE SOLDA LTDA";AMAZONAS;2023;dentro;"Produção de substâncias e fabricação de produtos químicos | Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
07280328;"IPIRANGA AGROINDUSTRIAL S.A";SAO PAULO;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
39671905;"IPOL 3D LTDA";MINAS GERAIS;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
71321566;"IRMAOS TONIELLO LTDA";SAO PAULO;2022;dentro;"Produção de álcool etílico, metanol e similares"
15929045;"ISHIKAWA & CIA LTDA";MATO GROSSO DO SUL;2023;dentro;"Fabricação de sabões, detergentes e velas"
00175936;"ISO INDUSTRIA DE SABÕES E ÓLEOS LTDA.";BAHIA;2024;dentro;"Fabricação de sabões, detergentes e velas"
71177182;"ISOMASTER QUIMICA LTDA";MINAS GERAIS;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
03266809;"ISOPOLY INDÚSTRIA E COMÉRCIO LTDA - EPP";SAO PAULO;2023;dentro;"Fabricação de sabões, detergentes e velas | Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
07309219;"ISORGAN INDUSTRIA DE INSETICIDAS LTDA EPP";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
10262614;"ITAK - INSTITUTO DE TECNOLOGIA AUGUST KEKULÉ LTDA";MINAS GERAIS;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
11401672;"ITALIAN TEXTURAS E REVESTIMENTOS EIRELI";SAO PAULO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
20744805;"IVONE GOMES DE ALMEIDA";MINAS GERAIS;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
21808196;"J ERICK GONCALVES MONTELES LTDA";MARANHAO;2023;dentro;"Fab. de prod deriv do processam. de petróleo, de rochas betumin e da madeira - Res CONAMA 362/2005: art. 2º, XIV | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
04596480;"J. D MACHADO SOLVENTES - ME";RIO GRANDE DO SUL;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
20004549;"J. L. DO NASCIMENTO COMÉRCIO DE SANEANTES DOMISSANITÁRIOS - ME";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
15128294;"J. L. VICHE INDÚSTRIA QUÍMICA LTDA. EPP";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
47254396;"J. PILON S/A - AÇÚCAR E ÁLCOOL";SAO PAULO;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
20888600;"J.D.S ABRASIVOS E INSUMOS PARA MARMORARIA LTDA";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
09444031;"J.E INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHA LTDA";MINAS GERAIS;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
74512831;"J.L.WOELKE BAURU - EPP";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
80863350;"JACOBSEN PROTEÇÃO E DEC. DE METAIS LTDA - EPP";PARANA;2025;dentro;"Fabricação de sabões, detergentes e velas | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários"
40361712;"JAFE CLEAN INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA";SAO PAULO;2025;dentro;"Fabricação de sabões, detergentes e velas"
06203114;"JANDIR BANDIERA E CIA LTDA";SANTA CATARINA;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
51780468;"JANSSEN CILAG FARMACEUTICA LTDA";SAO PAULO;2025;dentro;"Fabricação de produtos farmacêuticos e veterinários | Produção de substâncias e fabricação de produtos químicos"
68932482;"JAPLAS INDUSTRIA E COMERCIO DE RESINAS TERMOPLASTICAS EIRELI ME";SAO PAULO;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
09357997;"JAPUNGU AGROINDUSTRIAL S/A";PARAIBA;2025;dentro;"Produção de álcool etílico, metanol e similares | Fabricação de combustíveis não derivados de petróleo"
07445656;"JATAÍ AGROINDUSTRIA DE BIO-COMBUSTIVEL LTDA";GOIAS;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
12992702;"JCA INDUSTRIA E COMERCIO LTDA ME";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
81439788;"JDIAS INDÚSTRIA QUÍMICA E CIA LTDA";PARANA;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
48802867;"JETH ENGENHARIA COMERCIO E SERVIÇO LTDA";RIO DE JANEIRO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
48103066;"JLS CORES E TONS LTDA";SANTA CATARINA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
02203950;"JMR RESINAS INDÚSTRIA E COMÉRCIO LTDA.";RIO GRANDE DO SUL;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
59616680;"JOBQUÍMICA PRODUTOS PARA LIMPEZA LTDA - ME";SAO PAULO;2025;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
10923385;"JOCÉLIO ONEDA";SANTA CATARINA;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
01596724;"JODIL INDÚSTRIA DE VELAS";RIO DE JANEIRO;2024;dentro;"Fabricação de sabões, detergentes e velas"
72156995;"JOSÉ AIRTON DE CARVALHO - ME";CEARA;2022;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
10350921;"JOSE LUIZ DE ARAUJO FILHO - ME";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
02587884;"JOSE MARDONIO ANDRADE DE FREITAS LTDA";CEARA;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
39541319;"JP PRESTACAO DE SERVICOS EM TRATAMENTO E PURIFICAO DE OLEO LTDA";SAO PAULO;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
14600707;"JSD QUÍMICA EIRELI.";SANTA CATARINA;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
17779687;"JUA INDUSTRIAL DE SABÕES E SIMILARES LTDA - EPP";MINAS GERAIS;2025;dentro;"Fabricação de sabões, detergentes e velas"
07893426;"JUAREZ ANTONIO RODRIGUES ME";MINAS GERAIS;2025;dentro;"Fabricação de sabões, detergentes e velas"
10528384;"JVL TINTAS E REVESTIMENTOS LTDA";PARANA;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
57951680;"K.S INDUSTRIA E COMERCIO DE TINTAS LTDA";PARANA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
27955386;"KAJ-LAB PRODUTOS CIENTIFICOS LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
01868797;"KALIPEA INDUSTRIA E COMERCIO IIMP E EXP. LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos | produção de óleos - Resolução CONAMA nº 362/2005"
19367863;"KARBIO INDUSTRIA DE SOLUCOES QUIMICAS LTDA";SAO PAULO;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
08835010;"KARKARÁ TRATAMENTO DE LÍQUIDOS INDUSTRIAIS LTDA ME";SANTA CATARINA;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
48407737;"KASALIMP PRODUTOS DE LIMPEZA LTDA.";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
68422203;"KAYROS AMBIENTAL E AGRÍCOLA LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | Fabricação de produtos farmacêuticos e veterinários | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários"
43631559;"KB INDÚSTRIA LTDA";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
59748988;"KENVUE LTDA.";SAO PAULO;2025;dentro;"Fabricação de perfumarias e cosméticos | Produção de substâncias e fabricação de produtos químicos"
52496916;"KENZO DO BRASIL INDUSTRIA E COMÉRCIO LTDA";SAO PAULO;2025;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
12796590;"KERRY DA AMAZONIA INGREDIENTES E AROMAS LTDA.";AMAZONAS;2025;dentro;"Fabricação de concentrados aromáticos naturais, artificiais e sintéticos"
04299232;"KHAYROS DIAGNOSTICA FABRICACAO, COMERCIALIZACAO E DISTRIBUICAO DE PRODUTOS LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
05961102;"KIMITROL INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA - EPP";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
12022595;"KIMS TECNOLOGIA INDUSTRIAL E COMÉRCIO DE TINTAS LTDA - ME";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
91806729;"KIN MASTER PRODUTOS QUÍMICOS LTDA.";RIO GRANDE DO SUL;2024;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de produtos farmacêuticos e veterinários"
10887669;"KIOLA INDUSTRIA E COMERCIO LTDA";ALAGOAS;2025;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
